Unit Number	RUL	Altitude	Mach number	Throttle resolver angle 	Total temperature at fan inlet	Total temperature at LPC outlet	Total temperature at HPC outlet	Total temperature at LPT outlet	Pressure at fan inlet	Total pressure in bypass-duct	Total pressure at HPC outlet	Physical fan speed	Physical core speed	Engine pressure ratio (P50/P2)	Static pressure at HPC outlet	Ratio of fuel flow to Ps30	Corrected fan speed	Corrected core speed	Bypass Ratio	Burner fuel-air ratio	Bleed Enthalpy	Demanded fan speed	Demanded corrected fan speed	HPT coolant bleed	LPT coolant bleed
51	37	0.0001	0.0005	100	518.67	642.7	1588.41	1411.89	14.62	21.61	552.89	2388.1	9094.66	1.3	47.83	520.83	2388.1	8169.75	8.4456	0.03	393	2388	100	38.67	23.2334
51	36	0.0004	0.0001	100	518.67	643.01	1591.37	1412.32	14.62	21.61	552.97	2388.11	9090.93	1.3	47.63	520.4	2388.12	8178.59	8.4564	0.03	394	2388	100	38.8	23.2369
51	35	0.002	-0.0001	100	518.67	643.07	1595.33	1412.82	14.62	21.61	552.72	2388.1	9090.51	1.3	47.66	521.52	2388.09	8174.28	8.4622	0.03	395	2388	100	38.61	23.3211
51	34	0.0006	-0.0005	100	518.67	642.67	1590.22	1414.22	14.62	21.61	552.77	2388.09	9091.4	1.3	47.57	521.32	2388.11	8170.05	8.4743	0.03	394	2388	100	38.64	23.249
51	33	0.0018	0	100	518.67	643.02	1589.48	1424.83	14.62	21.61	552.66	2388.04	9097.75	1.3	47.48	520.99	2388.09	8175.37	8.4486	0.03	394	2388	100	38.71	23.2657
51	32	-0.0014	0.0001	100	518.67	643.07	1599.66	1417.18	14.62	21.61	553.2	2388.21	9100.51	1.3	47.4	520.99	2388.09	8174.32	8.4394	0.03	393	2388	100	38.71	23.2355
51	31	-0.0011	0.0002	100	518.67	642.67	1592.37	1411.46	14.62	21.61	553.18	2388.05	9106.58	1.3	47.81	521.36	2388.05	8176.84	8.4525	0.03	396	2388	100	38.82	23.219
51	30	-0.0017	0.0001	100	518.67	642.83	1593.69	1414.03	14.62	21.61	552.72	2388.09	9104.02	1.3	47.88	521.25	2388.1	8171.33	8.4756	0.03	395	2388	100	38.61	23.2073
51	29	0.0001	0	100	518.67	642.65	1598.14	1410.36	14.62	21.61	552.13	2388.08	9106.19	1.3	47.67	521.56	2388.07	8186.62	8.4666	0.03	395	2388	100	38.71	23.3646
51	28	-0.0017	-0.0004	100	518.67	642.85	1592.06	1411.57	14.62	21.61	553.07	2388.13	9106.53	1.3	47.57	521.04	2388.1	8181.44	8.4928	0.03	395	2388	100	38.53	23.2992
51	27	-0.0021	-0.0004	100	518.67	642.96	1598.8	1417.09	14.62	21.61	553.2	2388.05	9106.98	1.3	47.7	520.68	2388.08	8183.78	8.4601	0.03	396	2388	100	38.68	23.2006
51	26	-0.0014	0.0003	100	518.67	643.66	1595.02	1413.65	14.62	21.61	552.75	2388.04	9103.71	1.3	48.03	521.63	2388.06	8184.75	8.4501	0.03	395	2388	100	38.71	23.3298
51	25	0.004	-0.0004	100	518.67	643.07	1597.99	1413.22	14.62	21.61	552.79	2388.07	9114.72	1.3	47.65	520.95	2388.11	8181.6	8.4541	0.03	395	2388	100	38.66	23.1904
51	24	0.0006	0.0004	100	518.67	643.09	1589.71	1419	14.62	21.61	552.42	2388.13	9117.11	1.3	47.69	520.71	2388.16	8186.01	8.4782	0.03	394	2388	100	38.64	23.2874
51	23	-0.0025	-0.0003	100	518.67	642.83	1596.32	1420.11	14.62	21.61	553.8	2388.11	9116.28	1.3	47.81	521.42	2388.11	8180.14	8.4769	0.03	396	2388	100	38.59	23.1769
51	22	0.0031	-0.0002	100	518.67	643.07	1591.37	1422.55	14.62	21.61	553.03	2388.09	9117.8	1.3	47.72	521.23	2388.1	8186.58	8.4556	0.03	394	2388	100	38.61	23.2177
51	21	0.0012	0.0002	100	518.67	642.98	1586.63	1425.21	14.62	21.61	552.87	2388.07	9123.47	1.3	47.67	520.86	2388.14	8189.29	8.4533	0.03	395	2388	100	38.65	23.3302
51	20	0.0044	-0.0002	100	518.67	643.05	1596.47	1424.24	14.62	21.61	552.1	2388.13	9122.04	1.3	47.78	521.44	2388.11	8187.81	8.5082	0.03	396	2388	100	38.58	23.2511
51	19	0.0005	0.0005	100	518.67	643.1	1592.22	1420.35	14.62	21.61	552.54	2388.15	9115.85	1.3	47.82	520.8	2388.14	8198	8.472	0.03	394	2388	100	38.65	23.1759
51	18	-0.0015	0.0005	100	518.67	643.19	1594.38	1421.84	14.62	21.61	552.65	2388.08	9124.55	1.3	47.84	520.66	2388.08	8190.65	8.4692	0.03	396	2388	100	38.74	23.2579
51	17	0.0017	0.0004	100	518.67	643.11	1600.37	1412.51	14.62	21.61	552.44	2388.13	9126.37	1.3	47.94	521.47	2388.12	8193.32	8.4927	0.03	396	2388	100	38.63	23.2768
51	16	0.0009	-0.0002	100	518.67	643.45	1594.39	1416.07	14.62	21.61	553.31	2388.06	9134.93	1.3	47.69	520.45	2388.15	8195.65	8.5295	0.03	395	2388	100	38.73	23.1017
51	15	-0.0029	-0.0001	100	518.67	643.62	1598.28	1413.34	14.62	21.61	552.97	2388.13	9141.48	1.3	47.76	520.75	2388.12	8199.03	8.471	0.03	395	2388	100	38.63	23.1364
51	14	-0.0025	-0.0001	100	518.67	643.38	1601.01	1416.62	14.62	21.61	552.04	2388.11	9140.16	1.3	47.86	520.49	2388.11	8200.18	8.4925	0.03	394	2388	100	38.7	23.1414
51	13	-0.0029	-0.0004	100	518.67	643.43	1596.73	1415.5	14.62	21.61	552.76	2388.09	9136.52	1.3	47.7	520.45	2388.12	8204.95	8.4702	0.03	395	2388	100	38.66	23.1381
51	12	-0.0007	-0.0002	100	518.67	643.2	1591.72	1421.76	14.62	21.61	552.69	2388.15	9138.82	1.3	47.96	520.29	2388.11	8204.09	8.4746	0.03	396	2388	100	38.61	23.1868
51	11	-0.0055	0.0004	100	518.67	643.67	1594.08	1423.89	14.62	21.61	552.63	2388.16	9147.07	1.3	47.88	520.54	2388.13	8210.36	8.4643	0.03	396	2388	100	38.53	23.174
51	10	-0.0004	0.0002	100	518.67	643.8	1598.78	1423.21	14.62	21.61	552.62	2388.13	9146.12	1.3	47.89	520.79	2388.19	8209.64	8.5065	0.03	394	2388	100	38.56	23.1119
51	9	-0.003	0.0005	100	518.67	643.35	1599.14	1422.66	14.62	21.61	552	2388.12	9141.28	1.3	47.91	520.46	2388.13	8210.66	8.4801	0.03	396	2388	100	38.48	23.0793
51	8	0.0011	-0.0003	100	518.67	642.74	1603.74	1425.5	14.62	21.61	552.29	2388.11	9147.89	1.3	48.05	520.92	2388.14	8214.25	8.5169	0.03	396	2388	100	38.52	22.9821
51	7	-0.0006	0.0002	100	518.67	643.27	1601.37	1424.47	14.62	21.61	553.01	2388.14	9142.29	1.3	48.04	520.67	2388.11	8211.78	8.5174	0.03	395	2388	100	38.34	23.1064
51	6	-0.0011	0.0004	100	518.67	642.79	1597.31	1432.18	14.62	21.61	552.37	2388.12	9160.11	1.3	47.89	521.03	2388.11	8216.26	8.517	0.03	396	2388	100	38.47	23.1023
51	5	0.0006	-0.0005	100	518.67	643.29	1605.62	1427.13	14.62	21.61	552.95	2388.11	9155.43	1.3	47.98	519.9	2388.09	8222.91	8.5237	0.03	396	2388	100	38.68	23.143
51	4	0.0017	0.0001	100	518.67	643.23	1602.99	1429.47	14.62	21.61	552.49	2388.12	9163.98	1.3	47.95	520.62	2388.12	8223.8	8.5188	0.03	396	2388	100	38.44	22.9985
51	3	-0.0051	0	100	518.67	643.49	1613.83	1422.33	14.62	21.61	551.41	2388.15	9164.12	1.3	47.94	519.68	2388.16	8229.47	8.4823	0.03	396	2388	100	38.47	22.9705
51	2	-0.0013	0	100	518.67	643.78	1606.14	1425.12	14.62	21.61	551.43	2388.13	9166.44	1.3	48.04	519.63	2388.18	8226.38	8.5421	0.03	399	2388	100	38.61	23.0515
51	1	0.002	0	100	518.67	642.91	1600.56	1435.1	14.62	21.61	551.7	2388.14	9170.81	1.3	48.12	520.34	2388.18	8227.91	8.5315	0.03	398	2388	100	38.41	23.0794
52	125	-0.0014	0.0004	100	518.67	642.18	1579.24	1396.04	14.62	21.61	554.26	2388.05	9057.2	1.3	47.15	522.35	2388.06	8139.76	8.3717	0.03	390	2388	100	39.02	23.4178
52	125	0.0009	0.0005	100	518.67	641.89	1587.99	1400.53	14.62	21.61	554.31	2388.06	9058.59	1.3	47.1	522.22	2388.01	8139.04	8.387	0.03	392	2388	100	39.1	23.4303
52	125	0.0009	0	100	518.67	642.31	1587.88	1390.45	14.62	21.61	554.31	2388	9055.39	1.3	47.23	522.39	2388.07	8136.13	8.4007	0.03	392	2388	100	39.06	23.3934
52	125	0.001	0.0004	100	518.67	642.31	1589.53	1399.14	14.62	21.6	555.33	2388.05	9049.76	1.3	47.05	522.4	2388.05	8138.73	8.4052	0.03	391	2388	100	39.07	23.4061
52	125	-0.002	-0.0003	100	518.67	642.01	1580.68	1393.67	14.62	21.61	553.65	2388.04	9048.07	1.3	47.23	522.06	2387.98	8136.02	8.3614	0.03	391	2388	100	39.06	23.4394
52	125	0.0032	0.0004	100	518.67	641.79	1585.32	1394.88	14.62	21.61	554.75	2388.07	9043.02	1.3	47.45	522.55	2387.95	8134.07	8.4076	0.03	392	2388	100	39.03	23.3128
52	125	-0.0017	0.0002	100	518.67	642.09	1582.51	1392.77	14.62	21.61	554.76	2387.95	9056.04	1.3	47.21	522.67	2388.04	8140.41	8.3882	0.03	391	2388	100	39.06	23.3499
52	125	0.0011	-0.0003	100	518.67	641.81	1583.33	1395.17	14.62	21.61	554.08	2388.02	9048.52	1.3	47.25	522.11	2387.97	8134.85	8.3929	0.03	391	2388	100	38.92	23.4595
52	125	0.0019	0.0003	100	518.67	642.54	1581.33	1395.33	14.62	21.61	553.85	2388.04	9050.56	1.3	47.18	522.74	2388	8141.01	8.4173	0.03	391	2388	100	38.96	23.3717
52	125	-0.0025	-0.0001	100	518.67	641.69	1579.65	1395.97	14.62	21.61	554.81	2388	9051.46	1.3	47.22	522.72	2388.03	8133.78	8.3997	0.03	392	2388	100	39.05	23.4821
52	125	0.0002	0.0005	100	518.67	641.97	1579.16	1396.67	14.62	21.61	554.34	2388.04	9056.05	1.3	47.17	522.63	2388.02	8137.77	8.3708	0.03	390	2388	100	39.08	23.2971
52	125	0.0017	0.0001	100	518.67	642.16	1587.28	1402.59	14.62	21.61	555.15	2387.99	9048.44	1.3	47.06	523.3	2387.97	8141.58	8.3913	0.03	391	2388	100	38.93	23.405
52	125	0.0022	0	100	518.67	642.22	1582.61	1397.34	14.62	21.61	555.22	2388.06	9050.29	1.3	47.27	522.2	2387.98	8138.28	8.3553	0.03	393	2388	100	38.92	23.4393
52	125	0.0013	0.0005	100	518.67	642.18	1582.63	1394.76	14.62	21.61	554.34	2388	9056.64	1.3	47.21	522.54	2388.01	8129.56	8.3993	0.03	392	2388	100	38.92	23.3504
52	125	-0.0074	0.0001	100	518.67	642.2	1584.47	1406.07	14.62	21.61	554.2	2387.99	9054.39	1.3	47.25	522.66	2388.03	8140.3	8.3846	0.03	391	2388	100	38.91	23.4291
52	125	0.0027	-0.0003	100	518.67	641.83	1588.89	1398.42	14.62	21.61	553.97	2387.99	9051.5	1.3	47.14	522.15	2388.02	8141.97	8.4143	0.03	391	2388	100	39.09	23.544
52	125	-0.0014	0.0003	100	518.67	642.28	1584.45	1396.33	14.62	21.61	555.06	2387.98	9054.63	1.3	47.24	522.56	2388.01	8136.53	8.4201	0.03	390	2388	100	38.9	23.4549
52	125	-0.002	0.0001	100	518.67	642.07	1585.98	1401.27	14.62	21.6	555.3	2388.02	9063.39	1.3	47.2	522.43	2388.02	8137.73	8.3865	0.03	390	2388	100	39.07	23.5029
52	125	0.001	0.0002	100	518.67	641.96	1587.85	1397.39	14.62	21.61	553.92	2388	9057.82	1.3	47.2	522.53	2388.01	8143.17	8.4159	0.03	391	2388	100	39.11	23.374
52	125	0.0009	0.0002	100	518.67	642.31	1577.21	1392.34	14.62	21.61	554	2387.99	9051.03	1.3	47.22	522.77	2388.01	8141.78	8.3844	0.03	390	2388	100	38.65	23.4255
52	125	0.0047	-0.0004	100	518.67	641.91	1590.38	1399.35	14.62	21.61	554.26	2387.99	9051.33	1.3	47.14	522.14	2388.07	8135.93	8.3859	0.03	391	2388	100	38.9	23.3753
52	125	0.001	-0.0001	100	518.67	641.74	1579.54	1394.04	14.62	21.61	554.16	2388.01	9045.44	1.3	47.3	522.2	2388.05	8136.16	8.4061	0.03	391	2388	100	39.17	23.3671
52	125	-0.0035	0.0003	100	518.67	641.75	1578.68	1392.94	14.62	21.61	554.03	2388.02	9050.58	1.3	47.05	522.84	2388.02	8141.06	8.4271	0.03	391	2388	100	39.12	23.4131
52	125	-0.0047	-0.0004	100	518.67	641.74	1581.82	1394.03	14.62	21.61	554.18	2388.01	9052.79	1.3	47.29	522.54	2388.05	8141.37	8.408	0.03	390	2388	100	39.2	23.4143
52	125	-0.0036	0.0003	100	518.67	642.33	1579.29	1397.64	14.62	21.61	555.04	2387.99	9052.12	1.3	47.24	522.5	2388.06	8137.68	8.3828	0.03	393	2388	100	38.78	23.4063
52	125	0.0008	0.0002	100	518.67	641.66	1578.91	1401.2	14.62	21.6	554.22	2388.05	9048.36	1.3	47.18	522.68	2388	8144.29	8.4042	0.03	390	2388	100	38.94	23.4642
52	125	0.0013	0.0004	100	518.67	642.06	1584.4	1401.76	14.62	21.61	555.02	2388.04	9058.01	1.3	47.2	522.57	2388.03	8134.33	8.3707	0.03	391	2388	100	39.01	23.272
52	125	0.0007	0.0001	100	518.67	642.18	1586.68	1397.45	14.62	21.61	554.48	2388.01	9059.26	1.3	47.34	522.29	2388.07	8141.45	8.4148	0.03	391	2388	100	38.96	23.3771
52	125	-0.0002	0.0003	100	518.67	642.57	1581.71	1401.13	14.62	21.6	554.65	2388	9054.4	1.3	47.16	522.06	2388	8133.61	8.4187	0.03	391	2388	100	39.16	23.4272
52	125	0.0052	-0.0002	100	518.67	642.08	1583.97	1401.11	14.62	21.61	554.91	2388.04	9056.74	1.3	47.1	522.23	2388.04	8138.65	8.3733	0.03	392	2388	100	39.02	23.427
52	125	0.0024	0.0003	100	518.67	642.23	1592.53	1390.97	14.62	21.6	554.32	2388.03	9052.37	1.3	47.24	522.39	2388.08	8140.83	8.4001	0.03	391	2388	100	39.27	23.4249
52	125	-0.0016	-0.0002	100	518.67	642.37	1587.23	1402.3	14.62	21.6	554.64	2388.05	9059.97	1.3	47.36	522.33	2387.95	8133.37	8.4187	0.03	391	2388	100	39.2	23.4666
52	125	0.0013	0.0001	100	518.67	642.08	1587.53	1403.9	14.62	21.61	554.06	2388.01	9060.98	1.3	47.13	522.77	2388.03	8136.9	8.3976	0.03	392	2388	100	39.23	23.4587
52	125	0.0028	0.0002	100	518.67	641.99	1584.34	1398.83	14.62	21.61	555.13	2388.05	9054	1.3	47.41	522.07	2387.99	8136.45	8.4114	0.03	392	2388	100	39.14	23.4241
52	125	-0.0017	0.0001	100	518.67	642.12	1581.54	1400.8	14.62	21.61	554.41	2388.06	9055.58	1.3	47.23	521.66	2388.07	8140.54	8.3881	0.03	390	2388	100	39.12	23.4197
52	125	-0.0021	0.0001	100	518.67	641.53	1580.14	1403.72	14.62	21.61	554.4	2388	9054.33	1.3	47.08	522.27	2387.98	8140.76	8.416	0.03	393	2388	100	38.99	23.372
52	125	0.0026	0.0002	100	518.67	642.01	1591.09	1395.99	14.62	21.61	553.48	2387.95	9057.65	1.3	47.04	522.11	2388.01	8134.92	8.4234	0.03	391	2388	100	38.98	23.4532
52	125	-0.0003	0.0004	100	518.67	641.78	1589.99	1398.22	14.62	21.61	554.51	2388.03	9062.54	1.3	47.28	522.13	2388.01	8138.08	8.3708	0.03	392	2388	100	38.99	23.4536
52	125	-0.0019	-0.0002	100	518.67	642.49	1581.72	1395.25	14.62	21.61	554.37	2388.02	9047.78	1.3	47.24	522.12	2388.02	8139.31	8.4155	0.03	393	2388	100	39.05	23.352
52	125	-0.0009	-0.0002	100	518.67	642.22	1586.83	1392.34	14.62	21.6	554.32	2388.04	9052.18	1.3	47.15	521.85	2388.03	8136.58	8.3842	0.03	390	2388	100	39.08	23.4072
52	125	-0.0044	0.0003	100	518.67	642.5	1582.9	1396.24	14.62	21.61	554.47	2388.01	9052.83	1.3	47.22	522.76	2388.02	8139.65	8.3979	0.03	392	2388	100	39.05	23.3807
52	125	0.0001	0.0002	100	518.67	642.04	1591.18	1402.67	14.62	21.61	554.1	2387.98	9055.62	1.3	47.05	522.33	2388.02	8135.63	8.4019	0.03	391	2388	100	39.12	23.4259
52	125	0.002	0	100	518.67	642	1582.78	1399.05	14.62	21.6	554.4	2388	9043.5	1.3	47.08	521.96	2388.03	8134.37	8.4113	0.03	391	2388	100	38.89	23.4585
52	125	-0.0003	0.0003	100	518.67	642.46	1576.16	1412.21	14.62	21.61	554.38	2388.05	9052.41	1.3	47.16	522.31	2388.01	8138.57	8.3672	0.03	392	2388	100	39.07	23.4703
52	125	-0.0002	0.0005	100	518.67	642.34	1587.92	1393.99	14.62	21.61	553.93	2388	9061.07	1.3	47.19	522.42	2388.05	8137.88	8.415	0.03	390	2388	100	39.07	23.3682
52	125	-0.0035	-0.0002	100	518.67	642.05	1585.7	1395.27	14.62	21.61	554.12	2388.07	9054.07	1.3	47.17	522.7	2388.04	8146.8	8.3727	0.03	392	2388	100	38.98	23.3346
52	125	0.0018	-0.0004	100	518.67	642.49	1592.01	1397.69	14.62	21.61	553.58	2387.98	9055.73	1.3	47.32	522.52	2387.99	8141.46	8.4335	0.03	392	2388	100	39	23.3624
52	125	0.0016	-0.0003	100	518.67	642.04	1581.32	1398.36	14.62	21.61	554.35	2387.98	9053.27	1.3	46.98	522.27	2388.01	8139.91	8.3843	0.03	391	2388	100	38.99	23.4118
52	125	0.0035	0	100	518.67	641.52	1583.05	1393.77	14.62	21.61	554.75	2388.03	9059.16	1.3	47.29	522.24	2388.05	8137.21	8.3764	0.03	392	2388	100	38.96	23.3764
52	125	0.001	0.0005	100	518.67	642.46	1590.44	1394.15	14.62	21.61	554.84	2387.98	9052.01	1.3	47.16	522.53	2387.97	8136.44	8.3764	0.03	393	2388	100	38.86	23.5032
52	125	0.0009	0.0004	100	518.67	641.78	1588.03	1394.38	14.62	21.61	554.63	2387.98	9053.9	1.3	47.39	522.05	2388.01	8132.64	8.4081	0.03	390	2388	100	38.92	23.4567
52	125	0.0004	-0.0002	100	518.67	642.23	1584.33	1400.51	14.62	21.61	553.7	2387.99	9064.43	1.3	47.13	522.29	2387.96	8140.63	8.4111	0.03	391	2388	100	38.97	23.3628
52	125	-0.002	0	100	518.67	642.19	1590.25	1401.77	14.62	21.61	554.87	2388.07	9058.67	1.3	47.16	521.33	2388	8139.02	8.3541	0.03	391	2388	100	38.94	23.5211
52	125	0.0014	0.0004	100	518.67	642.46	1585.15	1392.55	14.62	21.61	554.03	2387.98	9054.22	1.3	47.01	521.75	2387.96	8134.58	8.4135	0.03	391	2388	100	38.94	23.3243
52	125	-0.0007	0.0003	100	518.67	641.97	1594.52	1403.47	14.62	21.61	554.45	2388	9054.05	1.3	47.04	522.39	2387.98	8136.53	8.4026	0.03	391	2388	100	38.82	23.4166
52	125	-0.0013	0.0003	100	518.67	642.05	1582.46	1390.89	14.62	21.61	554.23	2388.02	9065.84	1.3	47.09	522.3	2387.97	8136.8	8.4086	0.03	392	2388	100	38.97	23.4504
52	125	-0.0006	0.0004	100	518.67	642.25	1584.82	1398.3	14.62	21.6	554.86	2388.03	9056.45	1.3	47.1	523.05	2388.03	8139.31	8.388	0.03	393	2388	100	39.14	23.2597
52	125	-0.0009	-0.0001	100	518.67	642.15	1585.92	1400.28	14.62	21.61	554.01	2388.02	9048.05	1.3	47.21	522.44	2388	8140.04	8.3933	0.03	392	2388	100	39.13	23.5534
52	125	0.0005	0.0002	100	518.67	642.29	1589.21	1387.13	14.62	21.61	554.05	2388.05	9056.42	1.3	47.19	522.15	2388.02	8138.36	8.4244	0.03	391	2388	100	38.95	23.3568
52	125	-0.0003	0.0004	100	518.67	642.38	1580.61	1396.73	14.62	21.61	553.68	2388.01	9053.71	1.3	47.22	522.53	2388.04	8139.99	8.3861	0.03	393	2388	100	39.02	23.4307
52	125	-0.0019	0.0004	100	518.67	641.84	1580.6	1399.4	14.62	21.61	553.82	2388.01	9056.25	1.3	47.42	522.34	2388.09	8137.21	8.3813	0.03	392	2388	100	39.11	23.456
52	125	0.0008	-0.0002	100	518.67	641.89	1580.52	1396.7	14.62	21.61	554.66	2388.01	9054.1	1.3	47.25	522.78	2388.01	8136.55	8.4067	0.03	391	2388	100	39	23.4493
52	125	0.0009	0	100	518.67	641.99	1586.54	1393.72	14.62	21.61	554.05	2388.04	9055.19	1.3	47.25	522.46	2388.09	8137.44	8.3602	0.03	391	2388	100	39.08	23.4845
52	125	-0.0012	0.0004	100	518.67	642.82	1583.55	1399.06	14.62	21.61	554.35	2388.01	9056.39	1.3	47.34	522.59	2388.01	8140.94	8.3819	0.03	390	2388	100	39	23.5102
52	125	-0.0004	-0.0003	100	518.67	642.63	1584.31	1403.51	14.62	21.61	554.7	2388.06	9055.63	1.3	47.18	522.09	2388.01	8134.06	8.4159	0.03	392	2388	100	39.05	23.4748
52	125	0.0009	0.0002	100	518.67	641.85	1582.48	1393.92	14.62	21.61	553.94	2388.04	9056.08	1.3	47.1	521.93	2388.12	8132.24	8.4142	0.03	391	2388	100	39	23.3282
52	125	-0.002	0.0002	100	518.67	642.41	1581.39	1394.51	14.62	21.61	554.1	2387.98	9067.75	1.3	47.32	521.96	2387.99	8140.06	8.389	0.03	390	2388	100	39.05	23.4844
52	125	0.0005	0.0005	100	518.67	641.85	1577.81	1400.27	14.62	21.61	554.38	2388.01	9054.6	1.3	47.13	522.85	2388.01	8138.37	8.4099	0.03	390	2388	100	38.99	23.5007
52	125	0.001	-0.0002	100	518.67	642.17	1582.73	1395.93	14.62	21.61	554.22	2387.98	9057.02	1.3	47.19	522.23	2388.02	8137.22	8.357	0.03	391	2388	100	38.93	23.3849
52	125	0.0005	0.0004	100	518.67	641.97	1584.38	1406.97	14.62	21.61	554.74	2388.06	9051.39	1.3	47.3	522.7	2388.06	8137.08	8.4269	0.03	392	2388	100	38.91	23.3714
52	125	0.0033	0.0005	100	518.67	642.57	1585.47	1401.35	14.62	21.61	554.29	2388.05	9059.02	1.3	47.11	522.37	2387.97	8137.68	8.4083	0.03	391	2388	100	39.01	23.4634
52	125	-0.0035	0.0005	100	518.67	642.42	1591.04	1403.29	14.62	21.61	553.87	2388.02	9054.27	1.3	47.21	521.99	2388.05	8134.64	8.3719	0.03	392	2388	100	39.07	23.411
52	125	-0.0012	0.0004	100	518.67	641.99	1586.46	1392.65	14.62	21.61	554.61	2388.02	9049.05	1.3	47.3	522.29	2388	8143.71	8.4003	0.03	392	2388	100	39.07	23.4241
52	125	0.0023	-0.0004	100	518.67	642.3	1584.54	1400.39	14.62	21.61	554.26	2388.09	9052.58	1.3	47.07	522.39	2388.03	8133.56	8.3781	0.03	391	2388	100	39	23.5269
52	125	-0.0034	0.0005	100	518.67	642.38	1587.72	1405.05	14.62	21.61	554.25	2388.04	9059.06	1.3	47.26	522.27	2388.03	8141.38	8.3952	0.03	392	2388	100	38.9	23.3247
52	125	-0.0016	-0.0004	100	518.67	642.03	1584.26	1397.63	14.62	21.61	554.21	2388.04	9050.46	1.3	47.23	522.18	2388.04	8139.69	8.4128	0.03	390	2388	100	38.86	23.3837
52	125	-0.0023	0	100	518.67	642	1582.52	1405.18	14.62	21.61	553.12	2388.04	9049.12	1.3	47.2	521.77	2388.02	8142.14	8.3954	0.03	392	2388	100	39.08	23.485
52	125	-0.001	0.0001	100	518.67	641.81	1580	1411.96	14.62	21.61	554.32	2388.03	9061.02	1.3	47.09	522.53	2388	8133.37	8.4138	0.03	392	2388	100	39.05	23.4232
52	125	-0.0022	-0.0002	100	518.67	642.41	1586.06	1405.29	14.62	21.61	554.66	2388.05	9061.1	1.3	47.12	522.58	2388.06	8139.86	8.384	0.03	392	2388	100	39.09	23.4032
52	125	0.0005	0.0003	100	518.67	641.91	1588.47	1393.31	14.62	21.61	554.73	2388.05	9054.34	1.3	47.35	522.3	2388	8147.5	8.3744	0.03	393	2388	100	38.99	23.4547
52	125	-0.0001	0.0003	100	518.67	642.39	1585.71	1397.84	14.62	21.61	554.49	2388.06	9058.31	1.3	47.3	521.5	2388.02	8141.43	8.4121	0.03	391	2388	100	38.91	23.3682
52	125	-0.0012	-0.0003	100	518.67	642.5	1588.12	1400.12	14.62	21.6	553.86	2388.01	9056.39	1.3	47.11	522.34	2388.03	8143.34	8.4109	0.03	392	2388	100	39.04	23.3849
52	125	0.0049	0	100	518.67	642.3	1580.52	1399.93	14.62	21.61	554.14	2388.02	9054.09	1.3	47.24	521.72	2388	8142.38	8.4174	0.03	392	2388	100	38.9	23.4004
52	125	0.0062	-0.0001	100	518.67	641.94	1583.83	1398.03	14.62	21.61	554.07	2388.03	9058.39	1.3	47.22	521.8	2388.06	8136.22	8.4018	0.03	392	2388	100	38.97	23.4711
52	125	0.0022	0.0003	100	518.67	642.54	1585.55	1402.76	14.62	21.61	554.92	2388.01	9050.89	1.3	47.32	521.55	2388.02	8139.15	8.3897	0.03	392	2388	100	38.8	23.2522
52	125	-0.0007	0.0004	100	518.67	642.22	1580.94	1398.08	14.62	21.61	554.46	2388.03	9056.28	1.3	47.34	522.01	2388.03	8139.62	8.4358	0.03	394	2388	100	39.07	23.5592
52	125	0.0002	-0.0002	100	518.67	642.16	1583.78	1407.77	14.62	21.61	554.85	2388	9043.39	1.3	47.22	522.48	2388.01	8141.9	8.4157	0.03	391	2388	100	39.01	23.3722
52	125	-0.003	0.0001	100	518.67	642.5	1585.68	1395.8	14.62	21.61	554.06	2388.06	9059.38	1.3	47.18	522.16	2387.98	8143.43	8.394	0.03	390	2388	100	39.12	23.3743
52	125	0.0001	0.0005	100	518.67	642.06	1583.93	1410.2	14.62	21.61	554.73	2388.03	9060.5	1.3	47.26	522.38	2388.05	8135.18	8.417	0.03	393	2388	100	38.83	23.2731
52	125	-0.0011	-0.0003	100	518.67	642.29	1582.19	1395.11	14.62	21.61	554.22	2388.05	9060.25	1.3	47.39	522.25	2388.05	8139.98	8.3928	0.03	393	2388	100	38.95	23.4921
52	125	0.0005	-0.0001	100	518.67	641.61	1584.23	1398.38	14.62	21.61	554.62	2388.07	9061.2	1.3	47.08	521.77	2388	8142.56	8.423	0.03	391	2388	100	38.92	23.4094
52	125	0.0041	0	100	518.67	642.28	1592.63	1400.9	14.62	21.61	554.51	2387.99	9064.28	1.3	47.44	521.52	2387.94	8140.56	8.3936	0.03	391	2388	100	39.17	23.2757
52	125	-0.0028	0.0005	100	518.67	642.2	1587.83	1401.88	14.62	21.61	554.29	2388.06	9052.69	1.3	47.31	522.3	2388.05	8130.77	8.3806	0.03	392	2388	100	38.91	23.397
52	125	0.003	-0.0003	100	518.67	642.04	1592.91	1401.23	14.62	21.61	554.88	2388.04	9055	1.3	47.39	522.72	2388.01	8136.69	8.4017	0.03	392	2388	100	39.09	23.3691
52	125	0.0016	0	100	518.67	642.06	1589.76	1404.34	14.62	21.61	553.91	2388.06	9058.05	1.3	47.08	522.6	2388.05	8138.66	8.44	0.03	392	2388	100	38.96	23.4102
52	125	0.0004	0.0003	100	518.67	642.27	1581.26	1401.1	14.62	21.61	554.26	2388	9060.22	1.3	47.32	522.56	2388.07	8140.94	8.412	0.03	390	2388	100	38.93	23.4522
